cell_id,time,latitude,longitude,slope,rainfall_mm,displacement_mm_per_hr,label
JH0158,2025-09-07 21:10:00,23.7484662432441,86.40171416398489,36.47019286873199,84.08690062894053,0.0609370167159269,1
JH0613,2025-09-09 11:05:00,23.736098215523825,86.41784494630498,12.529169709804336,2.5430743957468693,0.0106080232520538,0
JH0191,2025-09-07 23:55:00,23.744729447871425,86.41115142628142,34.24960599222787,81.14352755502992,0.0913846722130307,1
JH0809,2025-09-10 03:25:00,23.7365716026343,86.40684392839309,41.99285828272225,88.41895641064383,0.0424364378785644,0
JH0293,2025-09-08 08:25:00,23.73140945505129,86.4090085360958,41.85879654866659,34.91837440958279,0.0207087248992048,0
JH0070,2025-09-07 13:50:00,23.74210887992677,86.41466141251686,44.16678585274706,94.39713906250108,0.0756911178098616,1
JH0240,2025-09-08 04:00:00,23.7449984316484,86.41623070241396,19.473624524347063,143.64023528632816,0.0272327987060563,0
JH0628,2025-09-09 12:20:00,23.73859571233356,86.41183894480312,35.63940985851296,105.13870836054254,0.09784940636914,1
JH0358,2025-09-08 13:50:00,23.74435273460354,86.41763478072976,28.305461579171304,111.16897303681615,0.0397699604718161,0
JH0330,2025-09-08 11:30:00,23.730325406176267,86.40347214295845,31.254793970086723,85.49155798524365,0.0678659222556055,0
JH0504,2025-09-09 02:00:00,23.741642853367992,86.409733110493,18.10543873501569,43.74621689728658,0.0472795527858171,0
JH0289,2025-09-08 08:05:00,23.737683959563512,86.40110179364659,41.67000429251084,148.02092837306776,0.0585198038072512,1
JH0890,2025-09-10 10:10:00,23.747821008970927,86.4157300243822,17.839592030181795,118.8432889120118,0.0086027305240378,0
JH0115,2025-09-07 17:35:00,23.74698047074604,86.40334639013342,31.3430417344706,44.07699491175264,0.0599654274707925,0
JH0595,2025-09-09 09:35:00,23.74191048767872,86.41118600377762,42.984222712021214,101.91414718529109,0.0907197734278685,1
JH0578,2025-09-09 08:10:00,23.736436930208868,86.41402368860291,29.34318297338504,101.09424632576976,0.0605063347705264,0
JH0981,2025-09-10 17:45:00,23.736061442004846,86.41009363761657,43.077524144730745,103.64056550826214,0.0895721528564862,1
JH0633,2025-09-09 12:45:00,23.73190852072748,86.411138885918,44.37667400762667,106.05391189170668,0.0547735380412155,1
JH0573,2025-09-09 07:45:00,23.737882744293668,86.40155366148092,35.65076938132087,105.61403697387225,0.0058493823849975,0
JH0682,2025-09-09 16:50:00,23.740414574596585,86.41287266199147,18.336387485815653,47.062354259547305,0.0290415550463729,0
JH0345,2025-09-08 12:45:00,23.73540284067809,86.41791331190844,41.15919840005466,105.17008136191149,0.0791123639859466,1
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,33.15850938338127,127.7615225681136,0.0924514738367027,1
JH0583,2025-09-09 08:35:00,23.747125683761567,86.40607250978445,12.353583349428206,35.91764985902012,0.017498467939687,0
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,33.15850938338127,127.7615225681136,0.0924514738367027,1
JH0461,2025-09-08 22:25:00,23.7492360034458,86.41000943827005,36.05250952398583,127.70886440020834,0.0885716984454275,1
JH0603,2025-09-09 10:15:00,23.735083329231337,86.40098650220176,44.13660884212022,117.13693774425936,0.0197337070478721,0
JH0359,2025-09-08 13:55:00,23.736873936777823,86.41955875709186,32.725934670844225,133.95076422326065,0.058854337657083,1
JH0792,2025-09-10 02:00:00,23.74501169761165,86.41814531775147,34.41502239853513,126.03277705569248,0.0542051558269709,1
JH0349,2025-09-08 13:05:00,23.73576216770268,86.41194661394961,42.53037645882662,129.0740064614104,0.0867809209697675,1
JH0969,2025-09-10 16:45:00,23.742658476016302,86.4196803748287,35.38391493289579,107.06204836109752,0.0923295694501214,1
JH0945,2025-09-10 14:45:00,23.737828339330893,86.41415184571157,34.5474552699962,112.69555076858204,0.0817856104752476,1
JH0868,2025-09-10 08:20:00,23.73472929240087,86.41518833659045,11.8027918215236,137.48185392133985,0.0797036890818559,0
JH0220,2025-09-08 02:20:00,23.749385550840863,86.41261340801039,16.45542838111199,131.850967337788,0.0053375544653186,0
JH0118,2025-09-07 17:50:00,23.74302072865396,86.41127830640414,10.99950043886965,108.11005249097664,0.0674720128006614,0
JH0641,2025-09-09 13:25:00,23.7488575825234,86.40099721730584,29.244120937541208,8.702454434339712,0.0301811165207223,0
JH0709,2025-09-09 19:05:00,23.73213512027933,86.4034788715045,43.164855822492655,138.54660676294526,0.0710229477510265,1
JH0597,2025-09-09 09:45:00,23.745423282314448,86.41710321167547,42.14725815852957,121.197308236402,0.0871345703371945,1
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,41.44354587293128,123.7270841688469,0.0959171996117757,1
JH0031,2025-09-07 10:35:00,23.74091669241462,86.40556988741147,29.57658929119203,142.78892835904327,0.0636351336145397,0
JH0379,2025-09-08 15:35:00,23.74499120681793,86.40460712376917,42.83263167793978,135.37979760568672,0.0648924270196191,1
JH0543,2025-09-09 05:15:00,23.7464880828918,86.41697992362514,36.410085461620994,132.63727180697268,0.054358290182594,1
JH0067,2025-09-07 13:35:00,23.745259706160347,86.41323106630924,33.12181187457113,32.93482317826232,0.0518777164501745,0
JH0773,2025-09-10 00:25:00,23.741911383117184,86.41510837753053,37.39339752512059,108.543870606078,0.0461563186983113,0
JH0765,2025-09-09 23:45:00,23.742835816037925,86.40723302501777,39.777362798854526,90.7208130453736,0.0808514944254046,1
JH0150,2025-09-07 20:30:00,23.748673137017263,86.40045811803023,39.63763936200996,93.32658819265497,0.0516372992876425,1
JH0019,2025-09-07 09:35:00,23.738846945175545,86.41748541419285,42.37723163492009,120.2209301911212,0.0869466318523223,1
JH0232,2025-09-08 03:20:00,23.74134526004977,86.40683655480672,38.98110752325099,134.26381832338333,0.0663767701565985,1
JH0205,2025-09-08 01:05:00,23.73913989160022,86.40020491988751,17.15290270060218,34.084936053251845,0.0225374490185722,0
JH0465,2025-09-08 22:45:00,23.7460714823515,86.40887139828531,38.87408739851224,127.63549541434551,0.0070320769737026,0
JH0421,2025-09-08 19:05:00,23.73544388508447,86.41600103358327,37.69383474099785,132.15255673783562,0.0736912171366344,1
JH0321,2025-09-08 10:45:00,23.740661882989844,86.40123261332192,19.70584868735628,102.30595663773649,0.0554369410603865,0
JH0416,2025-09-08 18:40:00,23.742970838001163,86.41906615403293,34.02248561509683,29.42547399437046,0.0325221003351292,0
JH0981,2025-09-10 17:45:00,23.736061442004846,86.41009363761657,43.077524144730745,103.64056550826214,0.0895721528564862,1
JH0765,2025-09-09 23:45:00,23.742835816037925,86.40723302501777,39.777362798854526,90.7208130453736,0.0808514944254046,1
JH0843,2025-09-10 06:15:00,23.73749133995932,86.41284636657959,24.786119844401377,97.39164205275604,0.0170929572623765,0
JH0958,2025-09-10 15:50:00,23.73893367116952,86.40545307527621,19.722584740802944,5.5381845400966965,0.0207885024431027,0
JH0707,2025-09-09 18:55:00,23.743894963445225,86.4184704324994,42.72912033832853,104.92057467782804,0.0717759903417114,1
JH0025,2025-09-07 10:05:00,23.74003895222337,86.4166630257052,32.17218177371695,98.13003493553502,0.0807998477037527,1
JH0807,2025-09-10 03:15:00,23.743323315281,86.41815279849726,43.2347943138882,122.57150364347962,0.0679431941493686,1
JH0461,2025-09-08 22:25:00,23.7492360034458,86.41000943827005,36.05250952398583,127.70886440020834,0.0885716984454275,1
JH0769,2025-09-10 00:05:00,23.74588502916118,86.40650979557603,32.07663800639709,99.63542423025751,0.0522819348844304,1
JH0189,2025-09-07 23:45:00,23.73773335917032,86.41139243482829,20.78735631998228,121.66203214957736,0.0033486977539639,0
JH0762,2025-09-09 23:30:00,23.746735389626764,86.40962954722886,42.317796772374834,70.20805034842991,0.0270749621633614,0
JH0833,2025-09-10 05:25:00,23.7402737545572,86.41970560660906,13.426646753446676,50.02296741175496,0.022513525354335,0
JH0408,2025-09-08 18:00:00,23.74376175740845,86.40814953972509,26.897838223593727,118.5290669361427,0.0202254414367083,0
JH0910,2025-09-10 11:50:00,23.74275645270268,86.4180013768679,42.65265009368868,109.6292696363969,0.0987808269854126,1
JH0073,2025-09-07 14:05:00,23.73974142328717,86.40982010579246,22.72083486797465,54.1657223035297,0.082240576486777,0
JH0525,2025-09-09 03:45:00,23.73417967209336,86.40993629453595,28.20019484555424,49.83880497443129,0.0812878639195347,0
JH0654,2025-09-09 14:30:00,23.73242936102238,86.40007716761546,34.59334146581029,148.50944073592714,0.0879608297837749,1
JH0646,2025-09-09 13:50:00,23.749789219032355,86.4018332093102,36.32382547903968,137.25758075667838,0.0972138003788909,1
JH0748,2025-09-09 22:20:00,23.73999439021677,86.40797368332262,18.664629877222293,64.02690465568446,0.0027638748898163,0
JH0643,2025-09-09 13:35:00,23.732847742013664,86.40950340782985,32.330983522905264,64.83814020239329,0.0838301199826461,0
JH0592,2025-09-09 09:20:00,23.741578166224475,86.40666702790277,31.41606743590542,103.19655266725512,0.0516311837131874,0
JH0478,2025-09-08 23:50:00,23.7490409447056,86.4131170050863,36.68259002795317,84.75396208248169,0.0673579064092001,1
JH0230,2025-09-08 03:10:00,23.74085197697148,86.41645308938087,37.13362630862065,4.128880145576436,0.0453732224083927,0
JH0871,2025-09-10 08:35:00,23.737101998391168,86.40820045579802,43.78246012198667,81.22231069259303,0.0819824166124977,1
JH0631,2025-09-09 12:35:00,23.745585363817675,86.41315829188217,35.700256515557314,101.08626378088395,0.087333409559245,1
JH0784,2025-09-10 01:20:00,23.74472536810473,86.41768972408364,40.23497761075652,112.7877642789693,0.0947247417507985,1
JH0480,2025-09-09 00:00:00,23.747475495647524,86.41735772139369,10.80420291711409,57.98024823710798,0.0334031729133714,0
JH0289,2025-09-08 08:05:00,23.737683959563512,86.40110179364659,41.67000429251084,148.02092837306776,0.0585198038072512,1
JH0799,2025-09-10 02:35:00,23.73329484299072,86.4163150952604,36.5554997718301,23.81255441909867,0.0931701869398781,0
JH0792,2025-09-10 02:00:00,23.74501169761165,86.41814531775147,34.41502239853513,126.03277705569248,0.0542051558269709,1
JH0371,2025-09-08 14:55:00,23.73832826357042,86.40749855794432,33.59558242896398,103.97375925701029,0.0706124478157421,1
JH0024,2025-09-07 10:00:00,23.749711447746623,86.412918114617,11.01851566010954,55.6706849219728,0.0549658189447631,0
JH0996,2025-09-10 19:00:00,23.73641295869012,86.40949371575556,10.90490982355212,121.85834222194252,0.0141561997472924,0
JH0528,2025-09-09 04:00:00,23.741928847235727,86.40102112607588,38.23935223446553,24.93167533405625,0.050658053656487,0
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,41.44354587293128,123.7270841688469,0.0959171996117757,1
JH0765,2025-09-09 23:45:00,23.742835816037925,86.40723302501777,39.777362798854526,90.7208130453736,0.0808514944254046,1
JH0380,2025-09-08 15:40:00,23.745027392430373,86.40895792835543,30.12909792664953,26.604820268614944,0.0862372683807594,0
JH0709,2025-09-09 19:05:00,23.73213512027933,86.4034788715045,43.164855822492655,138.54660676294526,0.0710229477510265,1
JH0437,2025-09-08 20:25:00,23.73746307910129,86.40325320277573,35.1330509900902,86.22096290464668,0.0570088248005443,1
JH0670,2025-09-09 15:50:00,23.74883244049092,86.40576954463265,10.813083952563748,21.37773358453349,0.0700157125393208,0
JH0725,2025-09-09 20:25:00,23.73923597622332,86.40077556348402,42.75724637020812,8.04017089171376,0.0001477619314673,0
JH0778,2025-09-10 00:50:00,23.749899575916732,86.40748726811547,37.88178427988991,103.04365663803324,0.0668209909340773,1
JH0655,2025-09-09 14:35:00,23.74761446059424,86.40873684468937,39.863893407959125,77.80351936188114,0.0649178671196224,0
JH0632,2025-09-09 12:40:00,23.74159481664828,86.41264100363156,27.36550274519691,87.42560443874379,0.0462287777175413,0
JH0874,2025-09-10 08:50:00,23.7470396301552,86.4121038042814,27.135868680165643,109.46756579867578,0.0756434176900855,0
JH0019,2025-09-07 09:35:00,23.738846945175545,86.41748541419285,42.37723163492009,120.2209301911212,0.0869466318523223,1
JH0397,2025-09-08 17:05:00,23.733661088853623,86.41296812498392,44.0144037339193,4.153463905576049,0.0560072035575454,0
JH0661,2025-09-09 15:05:00,23.737935549561467,86.40837171217517,28.514536130065675,22.82556289817564,0.071286356444667,0
JH0459,2025-09-08 22:15:00,23.74586557222668,86.41254608836888,16.7224351399917,43.858307715532206,0.072838721785097,0
JH0261,2025-09-08 05:45:00,23.73806617264117,86.40689137057025,36.57498298086042,138.59356717004562,0.024044210218517,0
JH0521,2025-09-09 03:25:00,23.73320350690313,86.41878075773548,36.03987431412361,7.300221024842257,0.032378659128651,0
JH0543,2025-09-09 05:15:00,23.7464880828918,86.41697992362514,36.410085461620994,132.63727180697268,0.054358290182594,1
JH0259,2025-09-08 05:35:00,23.73058219531872,86.40804611226812,16.933202653545674,10.474497607210692,0.0022798971458809,0
JH0658,2025-09-09 14:50:00,23.736362538976945,86.40085843780626,40.14748396621823,56.001376111504506,0.0667716936701031,0
JH0255,2025-09-08 05:15:00,23.73273830209414,86.41969313822449,28.603179769192504,113.25371097634108,0.0807368078625278,0
JH0384,2025-09-08 16:00:00,23.749479080834707,86.41188098303675,26.811742792394067,22.88257089200425,0.0236119565446827,0
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,33.15850938338127,127.7615225681136,0.0924514738367027,1
JH0628,2025-09-09 12:20:00,23.73859571233356,86.41183894480312,35.63940985851296,105.13870836054254,0.09784940636914,1
JH0575,2025-09-09 07:55:00,23.73535090236232,86.41466198185145,40.13171422045795,55.82532332724977,0.0365539961659576,0
JH0123,2025-09-07 18:15:00,23.74680746269772,86.40681346122136,40.09671135725901,86.14834448721298,0.0855714423679732,1
JH0781,2025-09-10 01:05:00,23.74738405400899,86.408206288034,26.820532604177025,127.67344059290552,0.0955611514999988,0
JH0771,2025-09-10 00:15:00,23.743190123553184,86.40805303069587,39.48159628851684,146.36032038096909,0.0347831547464064,0
JH0241,2025-09-08 04:05:00,23.74581817485114,86.41108213098167,42.989675798951815,120.42642515233908,0.0662893467070296,1
JH0676,2025-09-09 16:20:00,23.730065762614554,86.41126411399864,20.984659904198427,148.14338330247304,0.0144604139604874,0
JH0122,2025-09-07 18:10:00,23.74797698713636,86.41584248715905,18.992523563501784,110.304631421112,0.085910104315183,0
JH0123,2025-09-07 18:15:00,23.74680746269772,86.40681346122136,40.09671135725901,86.14834448721298,0.0855714423679732,1
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,41.44354587293128,123.7270841688469,0.0959171996117757,1
JH0633,2025-09-09 12:45:00,23.73190852072748,86.411138885918,44.37667400762667,106.05391189170668,0.0547735380412155,1
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,41.44354587293128,123.7270841688469,0.0959171996117757,1
JH0595,2025-09-09 09:35:00,23.74191048767872,86.41118600377762,42.984222712021214,101.91414718529109,0.0907197734278685,1
JH0429,2025-09-08 19:45:00,23.73003555425373,86.41463192131641,14.954176462514786,82.1242265941465,0.0752595541451559,0
JH0683,2025-09-09 16:55:00,23.73026110385728,86.4151722899549,36.77313109694662,101.33922862115006,0.0029976453211125,0
JH0807,2025-09-10 03:15:00,23.743323315281,86.41815279849726,43.2347943138882,122.57150364347962,0.0679431941493686,1
JH0652,2025-09-09 14:20:00,23.74826712368037,86.40559765469496,39.121230217824646,93.45607682903832,0.0562822340623303,1
JH0719,2025-09-09 19:55:00,23.73974493605953,86.4056614984256,11.329695833993588,143.6726524679125,0.0316520976804147,0
JH0479,2025-09-08 23:55:00,23.741590416620834,86.40667463995867,28.24353986870013,80.34358248685358,0.032119871455782,0
JH0737,2025-09-09 21:25:00,23.7458283893884,86.41104361109672,26.0125031248068,129.57037284503716,0.0966051952680135,0
JH0977,2025-09-10 17:25:00,23.730227070910267,86.41339180397881,32.6553657921699,87.12648698550505,0.0154236354927838,0
JH0919,2025-09-10 12:35:00,23.736705241152595,86.41782826095559,15.523856297093516,47.530825289678326,0.0604928484699196,0
JH0895,2025-09-10 10:35:00,23.73465287482342,86.41877896739356,13.386668219224388,102.24070138963124,0.0320664832206097,0
JH0506,2025-09-09 02:10:00,23.73982227331176,86.40465362131042,38.04586601627953,33.064291366268414,0.0609925784893528,0
JH0468,2025-09-08 23:00:00,23.74211804944442,86.41240832412866,25.722518395061982,30.79083542523708,0.0915742344700452,0
JH0132,2025-09-07 19:00:00,23.74031953439716,86.40715836773363,33.78821251370316,106.7174083774963,0.0021519449521098,0
JH0070,2025-09-07 13:50:00,23.74210887992677,86.41466141251686,44.16678585274706,94.39713906250108,0.0756911178098616,1
JH0339,2025-09-08 12:15:00,23.730082191039664,86.41136836028923,38.58151044296794,119.63344054617174,0.0719192662268011,1
JH0051,2025-09-07 12:15:00,23.74042622376341,86.4039423389691,17.093357284991036,110.95124277839966,0.0768443552805242,0
JH0298,2025-09-08 08:50:00,23.74366493903342,86.41370182578392,35.780088043200166,72.854158805714,0.0785253392837286,0
JH0393,2025-09-08 16:45:00,23.735909426949355,86.40932336388033,39.91917145378101,109.95323782933522,0.0558096253964375,1
JH0158,2025-09-07 21:10:00,23.7484662432441,86.40171416398489,36.47019286873199,84.08690062894053,0.0609370167159269,1
JH0273,2025-09-08 06:45:00,23.734701099022693,86.41955088491065,12.726730806323149,11.226533958033691,0.0353661132833588,0
JH0451,2025-09-08 21:35:00,23.742906345076893,86.41705763729819,33.36499059860715,102.72593119710878,0.0551095201124604,1
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,33.15850938338127,127.7615225681136,0.0924514738367027,1
JH0881,2025-09-10 09:25:00,23.745785584839496,86.41512226735877,38.50885588419353,121.13053534898928,0.0096035113152471,0
JH0539,2025-09-09 04:55:00,23.74157925355171,86.40513233534307,43.906086643323945,88.71851793299648,0.0662265956815027,1
JH0640,2025-09-09 13:20:00,23.74471602468009,86.41183295210831,44.8862113367254,119.75967530034907,0.0793554397154141,1
JH0373,2025-09-08 15:05:00,23.73740863905345,86.40731201628364,41.57746156201813,42.50083868622162,0.0782614411085958,0
JH0326,2025-09-08 11:10:00,23.735925930456915,86.41507956438157,39.15418337246387,138.48713299210172,0.0163162095641793,0
JH0467,2025-09-08 22:55:00,23.74269092780148,86.40077278864818,43.11852095959309,120.45707985185676,0.0770629654707321,1
JH0865,2025-09-10 08:05:00,23.73043597778601,86.4080443742871,35.8689287412186,122.34958168353222,0.0861529637100646,1
JH0082,2025-09-07 14:50:00,23.74675133256792,86.4174193197194,32.47711140840471,90.63708438356092,0.0353093616298668,0
JH0371,2025-09-08 14:55:00,23.73832826357042,86.40749855794432,33.59558242896398,103.97375925701029,0.0706124478157421,1
JH0692,2025-09-09 17:40:00,23.73272993910179,86.41961976885446,30.501342198750752,149.03185251750176,0.0263509476060121,0
JH0452,2025-09-08 21:40:00,23.73914343810684,86.40452111362312,19.98606686963897,1.4644157316342,0.0161510606215186,0
JH0077,2025-09-07 14:25:00,23.732515614273336,86.40132898617652,27.98087737028152,45.24510809368989,0.0967426077846476,0
JH0844,2025-09-10 06:20:00,23.742829414248025,86.41874350347125,30.85419750244719,52.53747199155518,0.0636749474705214,0
JH0072,2025-09-07 14:00:00,23.73334614536789,86.40421657398663,25.837692159640422,19.953573390265888,0.0981285702567574,0
JH0177,2025-09-07 22:45:00,23.74014780848524,86.40418277445283,11.97958898112836,1.4450765560010292,0.0768820252604622,0
JH0620,2025-09-09 11:40:00,23.746788537907207,86.40111940851003,38.37061992530021,119.52531228847236,0.0674132808299378,1
JH0846,2025-09-10 06:30:00,23.73497437323354,86.40982762969023,11.341359124066464,29.4171018166253,0.0768256271549812,0
JH0349,2025-09-08 13:05:00,23.73576216770268,86.41194661394961,42.53037645882662,129.0740064614104,0.0867809209697675,1
JH0899,2025-09-10 10:55:00,23.74865640046886,86.41179424012327,29.358555686554705,55.7394709917684,0.0137765367898184,0
JH0150,2025-09-07 20:30:00,23.748673137017263,86.40045811803023,39.63763936200996,93.32658819265497,0.0516372992876425,1
JH0385,2025-09-08 16:05:00,23.73021513409428,86.40279345253863,32.35628428212644,122.41379714323612,0.0646258345641756,1
JH0770,2025-09-10 00:10:00,23.74053827391907,86.40880604147792,42.00503322647021,83.68833751260465,0.0785030394071073,1
JH0529,2025-09-09 04:05:00,23.7489962912679,86.40100247959242,23.113577062352743,96.3656964438684,0.019149608506306,0
JH0523,2025-09-09 03:35:00,23.74089674481261,86.41523617339222,27.70184597399712,119.48870283186376,0.069616626616967,0
JH0347,2025-09-08 12:55:00,23.747143274186,86.41976329004169,22.641690829049324,110.5069338423342,0.0242065008669389,0
JH0450,2025-09-08 21:30:00,23.7331531203624,86.40116464112785,12.0559951525306,136.52994664703206,0.0749833231609283,0
JH0080,2025-09-07 14:40:00,23.74649735386724,86.41435733106832,14.523820882470234,3.0309891078951545,0.0737165195435311,0
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,41.44354587293128,123.7270841688469,0.0959171996117757,1
JH0959,2025-09-10 15:55:00,23.746937776190155,86.4054918611214,38.62105514632455,118.88862879435575,0.0598278579686563,1
JH0861,2025-09-10 07:45:00,23.737066916202085,86.40183140088739,11.049018158813622,61.09612024829929,0.0629958116928846,0
JH0345,2025-09-08 12:45:00,23.73540284067809,86.41791331190844,41.15919840005466,105.17008136191149,0.0791123639859466,1
JH0370,2025-09-08 14:50:00,23.74204092089004,86.40002567359674,43.81119215383596,84.80296266990457,0.0192815461205551,0
JH0902,2025-09-10 11:10:00,23.74918786483739,86.40185070356652,30.68487593890579,33.52515759836869,0.0491576157595554,0
JH0994,2025-09-10 18:50:00,23.742085672763896,86.4005921367996,38.05297904176498,13.480347020140604,0.061353169043864,0
JH0654,2025-09-09 14:30:00,23.73242936102238,86.40007716761546,34.59334146581029,148.50944073592714,0.0879608297837749,1
JH0191,2025-09-07 23:55:00,23.744729447871425,86.41115142628142,34.24960599222787,81.14352755502992,0.0913846722130307,1
JH0574,2025-09-09 07:50:00,23.739321751393607,86.41831366641584,41.64622569438132,113.7401838529998,0.0640921625293217,1
JH0228,2025-09-08 03:00:00,23.74716229859447,86.40661733404887,38.5053859171031,41.00441658207693,0.080983440998933,0
JH0597,2025-09-09 09:45:00,23.745423282314448,86.41710321167547,42.14725815852957,121.197308236402,0.0871345703371945,1
JH0032,2025-09-07 10:40:00,23.73065795897044,86.40145090452516,38.18136938382861,64.62637156777326,0.0795984097546924,0
JH0191,2025-09-07 23:55:00,23.744729447871425,86.41115142628142,34.24960599222787,81.14352755502992,0.0913846722130307,1
JH0538,2025-09-09 04:50:00,23.73667234181278,86.41149934898544,43.62166537578696,87.56650342924274,0.0982250713533569,1
JH0862,2025-09-10 07:50:00,23.73153152761286,86.4194268156596,43.447990235390016,137.27597629430775,0.0016736900913727,0
JH0109,2025-09-07 17:05:00,23.735410740587003,86.40130552485523,37.22928208336884,90.39406945846962,0.0531821632589955,1
JH0623,2025-09-09 11:55:00,23.736771782366635,86.40398436917647,41.93576027865032,111.88600701782804,0.0545182498244696,1
JH0707,2025-09-09 18:55:00,23.743894963445225,86.4184704324994,42.72912033832853,104.92057467782804,0.0717759903417114,1
JH0241,2025-09-08 04:05:00,23.74581817485114,86.41108213098167,42.989675798951815,120.42642515233908,0.0662893467070296,1
JH0793,2025-09-10 02:05:00,23.74111175099385,86.41088188962809,37.47187310055276,148.13021971863955,0.0926132558198635,1
JH0103,2025-09-07 16:35:00,23.739304788391067,86.41700472410012,32.93702963100039,33.28312263537507,0.0319076107328111,0
JH0356,2025-09-08 13:40:00,23.74128478181332,86.41827335800436,44.966633175515966,89.62883399592084,0.0786122961378356,1
JH0522,2025-09-09 03:30:00,23.731918355794107,86.4175481465091,22.42511574263041,6.089905091421965,0.0659240603226494,0
JH0471,2025-09-08 23:15:00,23.74068141990921,86.41373760614873,43.38949749755699,126.26359893011988,0.0521327243685929,1
JH0437,2025-09-08 20:25:00,23.73746307910129,86.40325320277573,35.1330509900902,86.22096290464668,0.0570088248005443,1
JH0400,2025-09-08 17:20:00,23.74247649227412,86.40688168268596,41.10397186208726,55.120623333555415,0.0590249491578275,0
JH0019,2025-09-07 09:35:00,23.738846945175545,86.41748541419285,42.37723163492009,120.2209301911212,0.0869466318523223,1
JH0183,2025-09-07 23:15:00,23.73144442931429,86.40107723734071,12.2270911915638,7.266752569225243,0.0025971634366828,0
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,41.44354587293128,123.7270841688469,0.0959171996117757,1
JH0437,2025-09-08 20:25:00,23.73746307910129,86.40325320277573,35.1330509900902,86.22096290464668,0.0570088248005443,1
JH0328,2025-09-08 11:20:00,23.73720632286353,86.40705602953065,31.841920237013696,30.942436276792613,0.0944568058840607,0
JH0398,2025-09-08 17:10:00,23.730550675847883,86.41975243546491,32.07087525022871,136.68952874673516,0.0572532872445671,1
JH0349,2025-09-08 13:05:00,23.73576216770268,86.41194661394961,42.53037645882662,129.0740064614104,0.0867809209697675,1
JH0623,2025-09-09 11:55:00,23.736771782366635,86.40398436917647,41.93576027865032,111.88600701782804,0.0545182498244696,1
JH0221,2025-09-08 02:25:00,23.7418170630381,86.40892618202315,44.43393714893218,137.17630210777284,0.0959740179220867,1
JH0633,2025-09-09 12:45:00,23.73190852072748,86.411138885918,44.37667400762667,106.05391189170668,0.0547735380412155,1
JH0599,2025-09-09 09:55:00,23.739075635237924,86.40841475165995,13.320965521252322,18.6311443443418,0.0957047568741143,0
JH0932,2025-09-10 13:40:00,23.74798982883713,86.40474773450507,11.352030112190402,101.2577445378262,0.0175963013717411,0
JH0034,2025-09-07 10:50:00,23.74087092252692,86.41132246006069,36.4862382605976,143.83647595427692,0.0316489959265301,0
