cell_id,time,latitude,longitude,slope,rainfall_mm,displacement_mm_per_hr,label,slope_orig
JH0628,2025-09-09 12:20:00,23.73859571233356,86.41183894480312,75.19676244217534,105.13870836054254,0.09784940636914,1,67.04348826740201
JH0358,2025-09-08 13:50:00,23.74435273460354,86.41763478072976,26.538449411189912,111.16897303681615,0.0397699604718161,0,49.48330892307755
JH0330,2025-09-08 11:30:00,23.730325406176267,86.40347214295845,52.54555880226079,85.49155798524365,0.0678659222556055,0,67.517612408317
JH0504,2025-09-09 02:00:00,23.741642853367992,86.409733110493,77.30860539387976,43.74621689728658,0.0472795527858171,0,72.00625487153337
JH0289,2025-09-08 08:05:00,23.737683959563512,86.40110179364659,66.18654879156098,148.02092837306776,0.0585198038072512,1,65.73623340120493
JH0890,2025-09-10 10:10:00,23.747821008970927,86.4157300243822,67.33425106735406,118.8432889120118,0.0086027305240378,0,71.35727585192245
JH0115,2025-09-07 17:35:00,23.74698047074604,86.40334639013342,51.18117827396368,44.07699491175264,0.0599654274707925,0,65.42730496707955
JH0595,2025-09-09 09:35:00,23.74191048767872,86.41118600377762,72.86217947838517,101.91414718529109,0.0907197734278685,1,72.13389366394559
JH0578,2025-09-09 08:10:00,23.736436930208868,86.41402368860291,75.40058600393787,101.09424632576976,0.0605063347705264,0,68.27160505066828
JH0981,2025-09-10 17:45:00,23.736061442004846,86.41009363761657,79.04940195694813,103.64056550826214,0.0895721528564862,1,75.01985455568222
JH0633,2025-09-09 12:45:00,23.73190852072748,86.411138885918,53.57007615208798,106.05391189170668,0.0547735380412155,1,56.42967302045744
JH0573,2025-09-09 07:45:00,23.737882744293668,86.40155366148092,76.15724729536122,105.61403697387225,0.0058493823849975,0,46.62040920290405
JH0682,2025-09-09 16:50:00,23.740414574596585,86.41287266199147,68.70070194393602,47.062354259547305,0.0290415550463729,0,72.4328077232351
JH0345,2025-09-08 12:45:00,23.73540284067809,86.41791331190844,79.57260271466157,105.17008136191149,0.0791123639859466,1,65.81479325892305
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,58.58353044914943,127.7615225681136,0.0924514738367027,1,36.81921787979614
JH0583,2025-09-09 08:35:00,23.747125683761567,86.40607250978445,64.84163108338375,35.91764985902012,0.017498467939687,0,52.845609019475376
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,58.58353044914943,127.7615225681136,0.0924514738367027,1,36.81921787979614
JH0461,2025-09-08 22:25:00,23.7492360034458,86.41000943827005,78.80318297025792,127.70886440020834,0.0885716984454275,1,71.12990342841468
JH0603,2025-09-09 10:15:00,23.735083329231337,86.40098650220176,72.32921066730441,117.13693774425936,0.0197337070478721,0,69.13008209783112
JH0359,2025-09-08 13:55:00,23.736873936777823,86.41955875709186,43.282597226960384,133.95076422326065,0.058854337657083,1,66.10085864031728
JH0792,2025-09-10 02:00:00,23.74501169761165,86.41814531775147,66.49794049749673,126.03277705569248,0.0542051558269709,1,68.11219638306329
JH0349,2025-09-08 13:05:00,23.73576216770268,86.41194661394961,51.00595180715492,129.0740064614104,0.0867809209697675,1,51.82972528415054
JH0969,2025-09-10 16:45:00,23.742658476016302,86.4196803748287,25.869475590632987,107.06204836109752,0.0923295694501214,1,54.92830872418711
JH0945,2025-09-10 14:45:00,23.737828339330893,86.41415184571157,75.63105302058881,112.69555076858204,0.0817856104752476,1,71.5460693891758
JH0868,2025-09-10 08:20:00,23.73472929240087,86.41518833659045,57.30780154999808,137.48185392133985,0.0797036890818559,0,63.99366602995707
JH0220,2025-09-08 02:20:00,23.749385550840863,86.41261340801039,33.34771654054804,131.850967337788,0.0053375544653186,0,55.41951254991915
JH0118,2025-09-07 17:50:00,23.74302072865396,86.41127830640414,81.84872517665488,108.11005249097664,0.0674720128006614,0,72.51567247922851
JH0641,2025-09-09 13:25:00,23.7488575825234,86.40099721730584,61.42296450857879,8.702454434339712,0.0301811165207223,0,57.219077951900665
JH0709,2025-09-09 19:05:00,23.73213512027933,86.4034788715045,81.18252598274479,138.54660676294526,0.0710229477510265,1,74.78625484629202
JH0597,2025-09-09 09:45:00,23.745423282314448,86.41710321167547,65.34623151496693,121.197308236402,0.0871345703371945,1,67.88353142562619
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,79.12860249016238,123.7270841688469,0.0959171996117757,1,83.3355119414162
JH0031,2025-09-07 10:35:00,23.74091669241462,86.40556988741147,40.26971530675785,142.78892835904327,0.0636351336145397,0,47.73149412299749
JH0379,2025-09-08 15:35:00,23.74499120681793,86.40460712376917,27.418957260631302,135.37979760568672,0.0648924270196191,1,55.17632850831711
JH0543,2025-09-09 05:15:00,23.7464880828918,86.41697992362514,69.49926879123713,132.63727180697268,0.054358290182594,1,65.8662430685409
JH0067,2025-09-07 13:35:00,23.745259706160347,86.41323106630924,72.79803302479657,32.93482317826232,0.0518777164501745,0,70.7760058320988
JH0773,2025-09-10 00:25:00,23.741911383117184,86.41510837753053,69.6047638223999,108.543870606078,0.0461563186983113,0,71.07648889922675
JH0765,2025-09-09 23:45:00,23.742835816037925,86.40723302501777,69.18136027709994,90.7208130453736,0.0808514944254046,1,70.8883387501622
JH0150,2025-09-07 20:30:00,23.748673137017263,86.40045811803023,57.21926544140412,93.32658819265497,0.0516372992876425,1,69.22661288979174
JH0019,2025-09-07 09:35:00,23.738846945175545,86.41748541419285,67.77609767166408,120.2209301911212,0.0869466318523223,1,63.3967482807208
JH0232,2025-09-08 03:20:00,23.74134526004977,86.40683655480672,67.07792705210541,134.26381832338333,0.0663767701565985,1,71.32287581682175
JH0205,2025-09-08 01:05:00,23.73913989160022,86.40020491988751,13.30475378579639,34.084936053251845,0.0225374490185722,0,46.70398773427911
JH0465,2025-09-08 22:45:00,23.7460714823515,86.40887139828531,78.46056973584658,127.63549541434551,0.0070320769737026,0,74.82337156993941
JH0421,2025-09-08 19:05:00,23.73544388508447,86.41600103358327,70.24005701276363,132.15255673783562,0.0736912171366344,1,54.838125524660754
JH0321,2025-09-08 10:45:00,23.740661882989844,86.40123261332192,65.0970584777625,102.30595663773649,0.0554369410603865,0,68.68450221702449
JH0416,2025-09-08 18:40:00,23.742970838001163,86.41906615403293,79.17100642142768,29.42547399437046,0.0325221003351292,0,75.74241884028017
JH0981,2025-09-10 17:45:00,23.736061442004846,86.41009363761657,79.04940195694813,103.64056550826214,0.0895721528564862,1,75.01985455568222
JH0765,2025-09-09 23:45:00,23.742835816037925,86.40723302501777,69.18136027709994,90.7208130453736,0.0808514944254046,1,70.8883387501622
JH0843,2025-09-10 06:15:00,23.73749133995932,86.41284636657959,25.494835257015467,97.39164205275604,0.0170929572623765,0,37.39388452162129
JH0958,2025-09-10 15:50:00,23.73893367116952,86.40545307527621,75.597279375375,5.5381845400966965,0.0207885024431027,0,76.39519813360081
JH0707,2025-09-09 18:55:00,23.743894963445225,86.4184704324994,83.62552013250915,104.92057467782804,0.0717759903417114,1,77.91340499858447
JH0025,2025-09-07 10:05:00,23.74003895222337,86.4166630257052,59.27349165581838,98.13003493553502,0.0807998477037527,1,72.86560287440543
JH0807,2025-09-10 03:15:00,23.743323315281,86.41815279849726,75.57315586312355,122.57150364347962,0.0679431941493686,1,64.36681088228549
JH0461,2025-09-08 22:25:00,23.7492360034458,86.41000943827005,78.80318297025792,127.70886440020834,0.0885716984454275,1,71.12990342841468
JH0769,2025-09-10 00:05:00,23.74588502916118,86.40650979557603,80.09019615707165,99.63542423025751,0.0522819348844304,1,73.28935141902315
JH0189,2025-09-07 23:45:00,23.73773335917032,86.41139243482829,68.4537619720567,121.66203214957736,0.0033486977539639,0,66.16443693443036
JH0762,2025-09-09 23:30:00,23.746735389626764,86.40962954722886,68.16672777623741,70.20805034842991,0.0270749621633614,0,63.90867941571449
JH0833,2025-09-10 05:25:00,23.7402737545572,86.41970560660906,75.196137921721,50.02296741175496,0.022513525354335,0,70.7433802232664
JH0408,2025-09-08 18:00:00,23.74376175740845,86.40814953972509,77.01223188590924,118.5290669361427,0.0202254414367083,0,76.72798898645208
JH0910,2025-09-10 11:50:00,23.74275645270268,86.4180013768679,69.69563774217143,109.6292696363969,0.0987808269854126,1,61.02325017729261
JH0073,2025-09-07 14:05:00,23.73974142328717,86.40982010579246,71.9160741919648,54.1657223035297,0.082240576486777,0,58.10983190853395
JH0525,2025-09-09 03:45:00,23.73417967209336,86.40993629453595,80.16743370365646,49.83880497443129,0.0812878639195347,0,71.5569640915118
JH0654,2025-09-09 14:30:00,23.73242936102238,86.40007716761546,45.663097583142005,148.50944073592714,0.0879608297837749,1,69.40161900024782
JH0646,2025-09-09 13:50:00,23.749789219032355,86.4018332093102,75.12715389753014,137.25758075667838,0.0972138003788909,1,71.11615634714961
JH0748,2025-09-09 22:20:00,23.73999439021677,86.40797368332262,78.680710341578,64.02690465568446,0.0027638748898163,0,52.84958262393448
JH0643,2025-09-09 13:35:00,23.732847742013664,86.40950340782985,70.00540188206932,64.83814020239329,0.0838301199826461,0,75.0123705661344
JH0592,2025-09-09 09:20:00,23.741578166224475,86.40666702790277,71.28297059839778,103.19655266725512,0.0516311837131874,0,51.05292138413662
JH0478,2025-09-08 23:50:00,23.7490409447056,86.4131170050863,75.21166288898061,84.75396208248169,0.0673579064092001,1,59.17217025313816
JH0230,2025-09-08 03:10:00,23.74085197697148,86.41645308938087,74.63066050970578,4.128880145576436,0.0453732224083927,0,75.08151333205927
JH0871,2025-09-10 08:35:00,23.737101998391168,86.40820045579802,63.1455228090828,81.22231069259303,0.0819824166124977,1,60.767853422815946
JH0631,2025-09-09 12:35:00,23.745585363817675,86.41315829188217,78.040145108324,101.08626378088395,0.087333409559245,1,62.5058574485641
JH0784,2025-09-10 01:20:00,23.74472536810473,86.41768972408364,33.72307475089753,112.7877642789693,0.0947247417507985,1,52.53507249518739
JH0480,2025-09-09 00:00:00,23.747475495647524,86.41735772139369,22.001342808998114,57.98024823710798,0.0334031729133714,0,62.599553514596685
JH0289,2025-09-08 08:05:00,23.737683959563512,86.40110179364659,66.18654879156098,148.02092837306776,0.0585198038072512,1,65.73623340120493
JH0799,2025-09-10 02:35:00,23.73329484299072,86.4163150952604,29.516527023473998,23.81255441909867,0.0931701869398781,0,44.33558806989789
JH0792,2025-09-10 02:00:00,23.74501169761165,86.41814531775147,66.49794049749673,126.03277705569248,0.0542051558269709,1,68.11219638306329
JH0371,2025-09-08 14:55:00,23.73832826357042,86.40749855794432,73.21348430371731,103.97375925701029,0.0706124478157421,1,67.02481823473966
JH0024,2025-09-07 10:00:00,23.749711447746623,86.412918114617,65.16374281827817,55.6706849219728,0.0549658189447631,0,64.78141987995289
JH0996,2025-09-10 19:00:00,23.73641295869012,86.40949371575556,76.28722830526301,121.85834222194252,0.0141561997472924,0,70.17401117694325
JH0528,2025-09-09 04:00:00,23.741928847235727,86.40102112607588,76.48048014847316,24.93167533405625,0.050658053656487,0,73.73440489925628
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,79.12860249016238,123.7270841688469,0.0959171996117757,1,83.3355119414162
JH0765,2025-09-09 23:45:00,23.742835816037925,86.40723302501777,69.18136027709994,90.7208130453736,0.0808514944254046,1,70.8883387501622
JH0380,2025-09-08 15:40:00,23.745027392430373,86.40895792835543,72.00522625751526,26.604820268614944,0.0862372683807594,0,68.26050095143476
JH0709,2025-09-09 19:05:00,23.73213512027933,86.4034788715045,81.18252598274479,138.54660676294526,0.0710229477510265,1,74.78625484629202
JH0437,2025-09-08 20:25:00,23.73746307910129,86.40325320277573,71.74534346569743,86.22096290464668,0.0570088248005443,1,73.82012201710991
JH0670,2025-09-09 15:50:00,23.74883244049092,86.40576954463265,71.55314611691968,21.37773358453349,0.0700157125393208,0,69.36765806511148
JH0725,2025-09-09 20:25:00,23.73923597622332,86.40077556348402,70.65853841210391,8.04017089171376,0.0001477619314673,0,60.4659675766448
JH0778,2025-09-10 00:50:00,23.74989957591673,86.40748726811547,82.11743006402229,103.04365663803324,0.0668209909340773,1,74.29377973075452
JH0655,2025-09-09 14:35:00,23.74761446059424,86.40873684468937,74.8263372520812,77.80351936188114,0.0649178671196224,0,55.36293034802851
JH0632,2025-09-09 12:40:00,23.74159481664828,86.41264100363156,16.699404850804804,87.42560443874379,0.0462287777175413,0,36.35275173049492
JH0874,2025-09-10 08:50:00,23.7470396301552,86.4121038042814,70.38361789784442,109.46756579867578,0.0756434176900855,0,68.7521433622173
JH0019,2025-09-07 09:35:00,23.738846945175545,86.41748541419285,67.77609767166408,120.2209301911212,0.0869466318523223,1,63.3967482807208
JH0397,2025-09-08 17:05:00,23.733661088853623,86.41296812498392,62.38154561339453,4.153463905576049,0.0560072035575454,0,64.4598754388353
JH0661,2025-09-09 15:05:00,23.737935549561467,86.40837171217517,65.87312999066857,22.82556289817564,0.071286356444667,0,57.856869478475055
JH0459,2025-09-08 22:15:00,23.74586557222668,86.41254608836888,26.62850262684626,43.858307715532206,0.072838721785097,0,28.873302699483222
JH0261,2025-09-08 05:45:00,23.73806617264117,86.40689137057025,51.087924038860244,138.59356717004562,0.024044210218517,0,68.36559030143054
JH0521,2025-09-09 03:25:00,23.73320350690313,86.41878075773548,72.39076801940803,7.300221024842257,0.032378659128651,0,56.60749375488057
JH0543,2025-09-09 05:15:00,23.7464880828918,86.41697992362514,69.49926879123713,132.63727180697268,0.054358290182594,1,65.8662430685409
JH0259,2025-09-08 05:35:00,23.73058219531872,86.40804611226812,67.68732664958253,10.474497607210692,0.0022798971458809,0,72.34751904356455
JH0658,2025-09-09 14:50:00,23.736362538976945,86.40085843780626,66.59257777069294,56.001376111504506,0.0667716936701031,0,72.92675399561708
JH0255,2025-09-08 05:15:00,23.73273830209414,86.41969313822449,78.800776800174,113.25371097634108,0.0807368078625278,0,79.71166910050123
JH0384,2025-09-08 16:00:00,23.749479080834707,86.41188098303675,76.38340960519444,22.88257089200425,0.0236119565446827,0,67.14093331488475
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,58.58353044914943,127.7615225681136,0.0924514738367027,1,36.81921787979614
JH0628,2025-09-09 12:20:00,23.73859571233356,86.41183894480312,75.19676244217534,105.13870836054254,0.09784940636914,1,67.04348826740201
JH0575,2025-09-09 07:55:00,23.73535090236232,86.41466198185145,62.05076533968766,55.82532332724977,0.0365539961659576,0,66.08887781031723
JH0123,2025-09-07 18:15:00,23.74680746269772,86.40681346122136,64.80396461348434,86.14834448721298,0.0855714423679732,1,63.13775729768609
JH0781,2025-09-10 01:05:00,23.74738405400899,86.408206288034,68.861123147918,127.67344059290552,0.0955611514999988,0,66.29294923666778
JH0771,2025-09-10 00:15:00,23.743190123553184,86.40805303069587,69.11222749295095,146.36032038096909,0.0347831547464064,0,68.7209115927526
JH0241,2025-09-08 04:05:00,23.74581817485114,86.41108213098167,16.662530664826345,120.42642515233908,0.0662893467070296,1,38.47453095058383
JH0676,2025-09-09 16:20:00,23.730065762614554,86.41126411399864,87.69804535174329,148.14338330247304,0.0144604139604874,0,88.92863721438032
JH0122,2025-09-07 18:10:00,23.74797698713636,86.41584248715905,56.97581430215851,110.304631421112,0.085910104315183,0,64.62120337450077
JH0123,2025-09-07 18:15:00,23.74680746269772,86.40681346122136,64.80396461348434,86.14834448721298,0.0855714423679732,1,63.13775729768609
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,79.12860249016238,123.7270841688469,0.0959171996117757,1,83.3355119414162
JH0633,2025-09-09 12:45:00,23.73190852072748,86.411138885918,53.57007615208798,106.05391189170668,0.0547735380412155,1,56.42967302045744
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,79.12860249016238,123.7270841688469,0.0959171996117757,1,83.3355119414162
JH0595,2025-09-09 09:35:00,23.74191048767872,86.41118600377762,72.86217947838517,101.91414718529109,0.0907197734278685,1,72.13389366394559
JH0429,2025-09-08 19:45:00,23.73003555425373,86.41463192131641,89.14850178919548,82.1242265941465,0.0752595541451559,0,
JH0683,2025-09-09 16:55:00,23.73026110385728,86.4151722899549,59.11273931579865,101.33922862115006,0.0029976453211125,0,58.85112457454732
JH0807,2025-09-10 03:15:00,23.743323315281,86.41815279849726,75.57315586312355,122.57150364347962,0.0679431941493686,1,64.36681088228549
JH0652,2025-09-09 14:20:00,23.74826712368037,86.40559765469496,63.936156948464685,93.45607682903832,0.0562822340623303,1,58.89827950480254
JH0719,2025-09-09 19:55:00,23.73974493605953,86.4056614984256,73.33486280227474,143.6726524679125,0.0316520976804147,0,37.793759601937104
JH0479,2025-09-08 23:55:00,23.741590416620834,86.40667463995867,71.28297059839778,80.34358248685358,0.032119871455782,0,50.73797208139338
JH0737,2025-09-09 21:25:00,23.7458283893884,86.41104361109672,16.662530664826345,129.57037284503716,0.0966051952680135,0,20.6157434938565
JH0977,2025-09-10 17:25:00,23.730227070910267,86.41339180397881,52.625299519058295,87.12648698550505,0.0154236354927838,0,73.52968478451143
JH0919,2025-09-10 12:35:00,23.736705241152595,86.41782826095559,59.023015794433704,47.530825289678326,0.0604928484699196,0,82.43286169849826
JH0895,2025-09-10 10:35:00,23.73465287482342,86.41877896739356,63.61253549880713,102.24070138963124,0.0320664832206097,0,65.5468154744314
JH0506,2025-09-09 02:10:00,23.73982227331176,86.40465362131042,59.07568223051321,33.064291366268414,0.0609925784893528,0,43.5940192241476
JH0468,2025-09-08 23:00:00,23.74211804944442,86.41240832412866,60.297968605889096,30.79083542523708,0.0915742344700452,0,56.62666288308979
JH0132,2025-09-07 19:00:00,23.74031953439716,86.40715836773363,67.03396248131308,106.7174083774963,0.0021519449521098,0,58.62121850561593
JH0070,2025-09-07 13:50:00,23.74210887992677,86.41466141251686,67.78370147488978,94.39713906250108,0.0756911178098616,1,69.68809463816417
JH0339,2025-09-08 12:15:00,23.730082191039664,86.41136836028923,87.90655063363985,119.63344054617174,0.0719192662268011,1,88.79148275559733
JH0051,2025-09-07 12:15:00,23.74042622376341,86.4039423389691,73.11925972040362,110.95124277839966,0.0768443552805242,0,73.8525375467644
JH0298,2025-09-08 08:50:00,23.74366493903342,86.41370182578392,73.83964221102278,72.854158805714,0.0785253392837286,0,70.8317862593652
JH0393,2025-09-08 16:45:00,23.735909426949355,86.40932336388033,74.74683242277578,109.95323782933522,0.0558096253964375,1,58.75723887579437
JH0158,2025-09-07 21:10:00,23.7484662432441,86.40171416398489,72.70961936384523,84.08690062894053,0.0609370167159269,1,70.66794363388622
JH0273,2025-09-08 06:45:00,23.734701099022693,86.41955088491065,70.15500647834982,11.226533958033691,0.0353661132833588,0,70.29740031244994
JH0451,2025-09-08 21:35:00,23.742906345076893,86.41705763729819,61.64419239651336,102.72593119710878,0.0551095201124604,1,69.05721643012001
JH0607,2025-09-09 10:35:00,23.73312659429659,86.41875474650905,58.58353044914943,127.7615225681136,0.0924514738367027,1,36.81921787979614
JH0881,2025-09-10 09:25:00,23.745785584839496,86.41512226735877,73.73714900019085,121.13053534898928,0.0096035113152471,0,68.72256483863124
JH0539,2025-09-09 04:55:00,23.74157925355171,86.40513233534307,28.13109001966549,88.71851793299648,0.0662265956815027,1,68.66349536273879
JH0640,2025-09-09 13:20:00,23.74471602468009,86.41183295210831,75.73182527637317,119.75967530034907,0.0793554397154141,1,68.70787146101583
JH0373,2025-09-08 15:05:00,23.73740863905345,86.40731201628364,21.46435465621323,42.50083868622162,0.0782614411085958,0,75.42321073812575
JH0326,2025-09-08 11:10:00,23.735925930456915,86.41507956438157,76.17214157296961,138.48713299210172,0.0163162095641793,0,61.17187729989003
JH0467,2025-09-08 22:55:00,23.74269092780148,86.40077278864818,34.11215978770803,120.45707985185676,0.0770629654707321,1,75.28296443070002
JH0865,2025-09-10 08:05:00,23.73043597778601,86.4080443742871,80.63781167328237,122.34958168353222,0.0861529637100646,1,63.25088216087719
JH0082,2025-09-07 14:50:00,23.74675133256792,86.4174193197194,67.17042437572644,90.63708438356092,0.0353093616298668,0,66.60387434356487
JH0371,2025-09-08 14:55:00,23.73832826357042,86.40749855794432,73.21348430371731,103.97375925701029,0.0706124478157421,1,67.02481823473966
JH0692,2025-09-09 17:40:00,23.73272993910179,86.41961976885446,78.800776800174,149.03185251750176,0.0263509476060121,0,74.42745223401933
JH0452,2025-09-08 21:40:00,23.73914343810684,86.40452111362312,69.55026505765147,1.4644157316342,0.0161510606215186,0,63.471860814371496
JH0077,2025-09-07 14:25:00,23.732515614273336,86.40132898617652,47.361418527826345,45.24510809368989,0.0967426077846476,0,56.99241948258178
JH0844,2025-09-10 06:20:00,23.742829414248025,86.41874350347125,66.54913736615849,52.53747199155518,0.0636749474705214,0,67.12722750817329
JH0072,2025-09-07 14:00:00,23.73334614536789,86.40421657398663,69.10653436994687,19.953573390265888,0.0981285702567574,0,63.21727046547753
JH0177,2025-09-07 22:45:00,23.74014780848524,86.40418277445283,76.76802046250833,1.4450765560010292,0.0768820252604622,0,77.62355363787194
JH0620,2025-09-09 11:40:00,23.746788537907207,86.40111940851003,79.06796033596783,119.52531228847236,0.0674132808299378,1,72.40450868279044
JH0846,2025-09-10 06:30:00,23.73497437323354,86.40982762969023,64.51273758841161,29.4171018166253,0.0768256271549812,0,44.78677686373085
JH0349,2025-09-08 13:05:00,23.73576216770268,86.41194661394961,51.00595180715492,129.0740064614104,0.0867809209697675,1,51.82972528415054
JH0899,2025-09-10 10:55:00,23.74865640046886,86.41179424012327,78.66420641186565,55.7394709917684,0.0137765367898184,0,76.75013245806235
JH0150,2025-09-07 20:30:00,23.748673137017263,86.40045811803023,57.21926544140412,93.32658819265497,0.0516372992876425,1,69.22661288979174
JH0385,2025-09-08 16:05:00,23.73021513409428,86.40279345253863,71.13217877223295,122.41379714323612,0.0646258345641756,1,47.76500696929996
JH0770,2025-09-10 00:10:00,23.74053827391907,86.40880604147792,81.17951117279304,83.68833751260465,0.0785030394071073,1,70.05759371388959
JH0529,2025-09-09 04:05:00,23.7489962912679,86.40100247959242,62.889191750533286,96.3656964438684,0.019149608506306,0,62.794495479908605
JH0523,2025-09-09 03:35:00,23.74089674481261,86.41523617339222,55.265752458188985,119.48870283186376,0.069616626616967,0,65.70657126956647
JH0347,2025-09-08 12:55:00,23.747143274186,86.41976329004169,72.90867752869701,110.5069338423342,0.0242065008669389,0,51.37363399743183
JH0450,2025-09-08 21:30:00,23.7331531203624,86.40116464112785,64.64035273146746,136.52994664703206,0.0749833231609283,0,63.41585958318333
JH0080,2025-09-07 14:40:00,23.74649735386724,86.41435733106832,71.22360541208437,3.0309891078951545,0.0737165195435311,0,61.83551928085303
JH0995,2025-09-10 18:55:00,23.7301590594424,86.40150060662494,79.12860249016238,123.7270841688469,0.0959171996117757,1,83.3355119414162
JH0959,2025-09-10 15:55:00,23.746937776190155,86.4054918611214,74.1758140887162,118.88862879435575,0.0598278579686563,1,67.58407756990471
JH0861,2025-09-10 07:45:00,23.737066916202085,86.40183140088739,69.93887078520947,61.09612024829929,0.0629958116928846,0,72.05915998654949
JH0345,2025-09-08 12:45:00,23.73540284067809,86.41791331190844,79.57260271466157,105.17008136191149,0.0791123639859466,1,65.81479325892305
JH0370,2025-09-08 14:50:00,23.74204092089004,86.40002567359674,84.73620954016535,84.80296266990457,0.0192815461205551,0,81.44252152635897
JH0902,2025-09-10 11:10:00,23.74918786483739,86.40185070356652,70.9355141318822,33.52515759836869,0.0491576157595554,0,71.1661635742624
JH0994,2025-09-10 18:50:00,23.742085672763896,86.4005921367996,64.51102841190806,13.480347020140604,0.061353169043864,0,69.8785197833176
JH0654,2025-09-09 14:30:00,23.73242936102238,86.40007716761546,45.663097583142005,148.50944073592714,0.0879608297837749,1,69.40161900024782
JH0191,2025-09-07 23:55:00,23.744729447871425,86.41115142628142,69.77181324889547,81.14352755502992,0.0913846722130307,1,73.47238229390037
JH0574,2025-09-09 07:50:00,23.739321751393607,86.41831366641584,78.10969072296288,113.7401838529998,0.0640921625293217,1,72.51277750610141
JH0228,2025-09-08 03:00:00,23.74716229859447,86.40661733404887,73.74935507767424,41.00441658207693,0.080983440998933,0,71.35840488750313
JH0597,2025-09-09 09:45:00,23.745423282314448,86.41710321167547,65.34623151496693,121.197308236402,0.0871345703371945,1,67.88353142562619
JH0032,2025-09-07 10:40:00,23.73065795897044,86.40145090452516,72.21614062334694,64.62637156777326,0.0795984097546924,0,74.61191748730512
JH0191,2025-09-07 23:55:00,23.744729447871425,86.41115142628142,69.77181324889547,81.14352755502992,0.0913846722130307,1,73.47238229390037
